id,sku,name,category,brand,description,unit_price,cost,stock_quantity,is_active,created_at,supplier_id
278,OPPO-10277,OPPO Enco X2 Premium Earbuds,Headphones & Earbuds,OPPO,Flagship true wireless earbuds with dual drivers and Bluetooth 5.3 for seamless connectivity across devices. Combines active noise cancellation with ambient mode for versatile everyday use.,240.99,152.42,116,1,2022-08-17T04:46:54.573Z,31
279,PHIL-10278,Philips SHP9500 Open-Back Headphones,Headphones & Earbuds,Philips,Lightweight open-back wired headphones with excellent soundstage and neutral frequency response for analytical listening. Perfect for music production professionals and audio enthusiasts seeking affordable quality.,234.06,186.82,318,0,2022-06-15T16:15:05.457Z,11
280,TURT-10279,Turtle Beach Stealth Pro Wireless Gaming Headset,Headphones & Earbuds,Turtle Beach,"Multi-platform gaming headset with PlayStation, Xbox, and PC compatibility through wireless 2.4GHz connection. Features spatial audio, noise-canceling microphone, and 20-hour battery performance.",454.11,342.37,16,0,2023-05-29T15:48:28.250Z,5
281,MOON-10280,Moondrop Chu True Wireless Earbuds,Headphones & Earbuds,Moondrop,Budget true wireless earbuds delivering balanced sound signature with stable fit and reliable Bluetooth connectivity. Ideal for casual listeners seeking quality audio without premium pricing.,97.04,72.35,359,0,2022-12-07T00:59:03.802Z,33
282,ASTR-10281,Astro A50 Wireless Gaming Headset,Headphones & Earbuds,Astro,Premium wireless gaming headset with noise-canceling microphone and spatial audio for immersive gameplay on consoles and PC. Features long battery life and automatic game-to-game profile switching technology.,513.98,398.01,70,1,2022-03-03T09:46:40.116Z,9
283,MEZE-10282,Meze Audio 99 Classics Over-Ear Headphones,Headphones & Earbuds,Meze Audio,"Boutique wired headphones combining copper and wooden construction with warm, engaging sound signature. Handcrafted in Romania for music lovers appreciating unique design and vintage aesthetics.",317.33,179.08,183,1,2021-12-31T06:27:11.307Z,26
284,NOTH-10283,Nothing Ear True Wireless Earbuds,Headphones & Earbuds,Nothing,"Minimalist transparent true wireless earbuds featuring active noise cancellation and adaptive audio personalization. Delivers clean, modern design with 6-hour battery life and secure fit technology.",172.05,113.76,248,1,2022-02-23T09:34:42.184Z,22
285,SONY-10284,Sony LinkBuds S True Wireless Earbuds,Headphones & Earbuds,Sony,Ultra-lightweight true wireless earbuds with ambient sound mode and active noise cancellation for all-day comfort. Features seamless multipoint connection and 8-hour battery per charge in a compact design.,522.28,305.43,493,1,2022-10-29T19:51:30.359Z,38
286,SENN-10285,Sennheiser Accentum Plus Wireless Headphones,Headphones & Earbuds,Sennheiser,Mid-range wireless headphones with active noise cancellation and 60-hour battery life for extended use. Combines Sennheiser audio engineering with lightweight design and quick charging capabilities.,415.17,329.66,430,0,2021-06-27T20:54:39.781Z,6
287,FITB-10286,Fitbit Flyer True Wireless Fitness Earbuds,Headphones & Earbuds,Fitbit,Sports-focused true wireless earbuds with integrated fitness tracking and secure fit design for workouts. Features IPX7 water resistance and integrated coaching voice prompts for training sessions.,279,191.23,397,0,2021-07-17T12:55:47.174Z,29
288,BANG-10287,Bang & Olufsen Beoplay EX In-Ear Earbuds,Headphones & Earbuds,Bang & Olufsen,Premium true wireless earbuds featuring luxurious design and adaptive ANC with natural ambient sound passthrough. Delivers Scandinavian craftsmanship and signature B&O audio quality in portable form.,106.67,62.21,425,1,2024-02-15T08:45:27.095Z,29
289,JABR-10288,Jabra Elite 90t Advanced True Wireless Earbuds,Headphones & Earbuds,Jabra,Professional true wireless earbuds with solid call quality and eight microphones for clear communication in any environment. Features customizable sound and reliable battery performance for business professionals.,380.32,257.71,407,1,2021-10-30T14:41:55.195Z,22
290,CLEE-10289,Cleer Ally Plus II True Wireless Earbuds,Headphones & Earbuds,Cleer,Premium affordable earbuds with dual drivers and transparent design for stylish everyday listening. Combines active noise cancellation with extended battery life and reliable wireless connectivity.,512.83,402.53,260,1,2021-10-23T04:15:48.445Z,37
291,SENN-10290,Momentum True Wireless 3 Pro Earbuds,Headphones & Earbuds,Sennheiser,Audiophile-grade true wireless earbuds with hybrid driver configuration and superior active noise cancellation technology. Engineered for discerning listeners with 7-hour battery life and premium ambient awareness modes.,427.28,286,159,1,2021-02-12T01:57:40.829Z,29
292,JBL-10291,JBL Live Pro 2 True Wireless Earbuds,Headphones & Earbuds,JBL,Sports and lifestyle earbuds with adaptive noise cancellation and TalkThru ambient mode for seamless audio switching. Features IP64 dust and splash resistance with 8-hour battery per charge.,563.88,343.65,92,1,2022-11-15T08:14:52.900Z,20
293,PANA-10292,Panasonic RZ-S500W Premium Earbuds,Headphones & Earbuds,Panasonic,High-end true wireless earbuds with 7-microphone system and JaditeCore technology for superior noise cancellation. Combines Japanese craftsmanship with secure fit design and 8-hour playback per charge.,331.14,197.16,86,1,2021-10-18T17:50:42.412Z,4
294,BOWE-10293,Bowers & Wilkins PI7 Wireless Earbuds,Headphones & Earbuds,Bowers & Wilkins,Luxury true wireless earbuds delivering reference-grade audio with aptX Adaptive codec support and premium noise cancellation. Engineered with aviation-grade aluminum components for discerning audiophiles.,444.6,347.01,400,1,2021-04-03T23:42:01.630Z,33
295,PHIL-10294,Philips TAT8606 Neckband Wireless Earbuds,Headphones & Earbuds,Philips,Innovative neckband true wireless earbuds with magnetic charging and 40-hour battery life for extended use. Features dual microphones and IPX5 water resistance ideal for active lifestyles.,148.37,83.89,215,1,2022-03-08T08:32:16.553Z,7
296,CAMB-10295,Cambridge Audio Melomania Touch Earbuds,Headphones & Earbuds,Cambridge Audio,Premium British-engineered wireless earbuds with 45-hour battery life and aptX HD codec support. Delivers refined audio quality with adaptive touch controls and professional sound tuning.,598.51,369.14,61,1,2022-02-07T06:31:43.828Z,32
297,YAMA-10296,Yamaha TW-E7B Premium Earbuds,Headphones & Earbuds,Yamaha,Professional audio brand's true wireless earbuds with Listen Mic ambient feature and premium sound isolation. Combines Yamaha acoustic expertise with 8-hour battery and secure active fit technology.,140.53,101.83,170,1,2021-09-15T06:12:02.887Z,3
298,LIBR-10297,Libratone Q Adapt In-Ear Wireless,Headphones & Earbuds,Libratone,Minimalist Danish-designed wireless earbuds with adaptive ANC and touchless gesture controls via air-gestures. Features 24-hour total battery and premium audio with clean Nordic aesthetic.,243.32,145.75,476,1,2024-01-20T12:54:23.805Z,2
299,MEEA-10298,MEE Audio M1 Pro Premium Earbuds,Headphones & Earbuds,MEE Audio,Affordable professional-grade earbuds with dual armature drivers and custom-fit memory wire for secure fit. Ideal for monitoring and casual listening with reliable wireless connectivity.,60.99,39.92,406,1,2023-07-13T14:32:44.537Z,5
300,STAX-10299,Stax SRS-5500 Premium Over-Ear Headphones,Headphones & Earbuds,Stax,Electrostatic reference-grade headphones for ultra-precise audio reproduction in studio environments. Represents audiophile pinnacle with exceptional clarity and minimal distortion characteristics.,310.26,195.75,403,1,2023-04-04T15:38:49.142Z,29
301,SENN-10300,Sennheiser PMX 686G Sports Earbuds,Headphones & Earbuds,Sennheiser,Wired sports earbuds engineered for active use with secure ear hooks and sweat-resistant design. Delivers comfortable in-ear fit with clear audio and inline microphone for hands-free calling.,205.36,115.19,239,1,2023-06-16T23:16:22.986Z,4
302,ASTE-10301,Astell&Kern AK UW100 Premium Earbuds,Headphones & Earbuds,Astell&Kern,Premium audiophile-grade true wireless earbuds with hi-res audio support and dual dynamic drivers. Engineered by Korean audio specialists for mobile music enthusiasts demanding studio-quality sound.,179.89,132.13,255,1,2021-11-26T21:03:11.064Z,37
303,SENN-10302,Sennheiser PMX 686i Sports Earphones,Headphones & Earbuds,Sennheiser,iPhone-optimized wired sports earbuds with secure ear hooks and sweat resistance for active training. Features inline remote for music control and voice calling with crystal-clear audio reproduction.,460.96,323.6,120,1,2024-10-16T21:58:08.629Z,11
304,SHOK-10303,Shokz OpenRun Pro Bone Conduction Headphones,Headphones & Earbuds,Shokz,Open-ear bone conduction headphones ideal for runners and cyclists maintaining ambient sound awareness. Features IP8 waterproofing and 10-hour battery with secure wraparound fit design.,387.34,239.37,485,1,2024-01-06T08:34:58.578Z,17
305,SENN-10304,Momentum In-Ear Wireless Pro Earbuds,Headphones & Earbuds,Sennheiser,Premium true wireless earbuds with exclusive TrueResponse technology for dynamic sound reproduction and precise bass response. Delivers 8-hour battery life and intuitive gesture controls.,140.2,83.17,394,0,2021-11-06T11:26:44.095Z,2
306,AUDE-10305,Audeze Mobius Premium Gaming Headset,Headphones & Earbuds,Audeze,Planar magnetic gaming headset with head tracking surround audio and 7.1 spatial technology. Features wireless 2.4GHz connectivity with 15-hour battery for immersive competitive gaming.,219.41,126.72,121,1,2024-10-22T03:02:49.423Z,15
307,KEF-10306,KEF Mu3 Wireless In-Ear Monitors,Headphones & Earbuds,KEF,High-fidelity true wireless earbuds with dual driver configuration and KEF sound tuning for accurate audio reproduction. Combines premium British audio engineering with modern wireless convenience.,344.55,227.88,18,1,2022-08-20T21:44:58.360Z,20
308,SKUL-10307,Skullcandy Dime True Wireless Budget Earbuds,Headphones & Earbuds,Skullcandy,"Ultra-compact true wireless earbuds delivering solid everyday audio at affordable price point. Features 4.5-hour battery life, IPX4 water resistance, and reliable Bluetooth connectivity.",412.86,260.71,1,1,2021-05-18T11:22:59.542Z,34
309,MEZE-10308,MEZE Audio Liric Open-Back Headphones,Headphones & Earbuds,MEZE Audio,"Wired open-back headphones featuring leather ear pads and wood construction for warm, engaging sound signature. Handcrafted premium build ideal for vinyl enthusiasts and music purists.",451.48,322.35,309,1,2021-12-19T06:58:23.364Z,5
310,LG-10309,LG Tone Active Plus Neckband Earbuds,Headphones & Earbuds,LG,Innovative neckband wireless earbuds with retractable earbud design and 24-hour battery capability. Features dual microphones for superior call quality and IPX5 water resistance.,519.84,344.94,318,1,2022-10-31T01:49:11.732Z,9
311,MOBV-10310,Mobvoi TicPods Pro True Wireless Earbuds,Headphones & Earbuds,Mobvoi,AI-powered true wireless earbuds with voice control integration and gesture recognition for seamless audio control. Delivers 5-hour battery per charge with reliable wireless connectivity and IPX5 protection.,508.27,335.45,253,1,2021-01-08T05:53:24.710Z,30
312,SENN-10311,Sennheiser Momentum Sport Wireless Earbuds,Headphones & Earbuds,Sennheiser,Athletic-focused true wireless earbuds with heart rate monitoring and personalized sound adaptation technology. Features IP54 dust and water resistance with 6-hour battery for fitness enthusiasts.,346.55,235.96,414,1,2023-05-25T12:24:03.050Z,11
313,NUAR-10312,Nuarl N6pro2 Premium In-Ear Monitors,Headphones & Earbuds,Nuarl,Japanese-engineered true wireless earbuds with dual microphone system and exceptional call quality. Features natural sound tuning and secure fit ideal for professionals and music lovers.,218.92,160,450,1,2023-06-10T23:29:42.844Z,31
314,TCL-10313,TCL Moveaudio S600 True Wireless Earbuds,Headphones & Earbuds,TCL,Budget-friendly true wireless earbuds with active noise cancellation and 6-hour battery per charge. Delivers reliable audio performance with IPX5 water resistance suitable for everyday listening.,352.21,272.74,74,1,2021-10-29T01:55:12.734Z,22
315,HARM-10314,Harman Kardon Soho Over-Ear Wireless,Headphones & Earbuds,Harman Kardon,Premium over-ear headphones combining luxury aesthetics with refined sound quality and active noise cancellation. Features 20-hour battery life and premium materials for sophisticated listeners.,269.65,155.1,493,1,2023-05-20T04:47:11.753Z,34
316,BANG-10315,Bang & Olufsen Beoplay H95 Premium Over-Ear Headphones,Headphones & Earbuds,Bang & Olufsen,"Flagship over-ear wireless headphones with adjustable active noise cancellation and 60-hour battery life. Features premium titanium construction, leather ear pads, and personalized sound tuning via app.",379.9,223.66,352,1,2023-09-13T19:14:04.407Z,14
317,AUDI-10316,Audio-Technica AT-M50xBT Wireless Studio Headphones,Headphones & Earbuds,Audio-Technica,Professional studio headphones transitioning seamlessly between wired and wireless modes with Bluetooth 5.0 connectivity. Engineered with 40-hour battery life and collapsible design for portable use and recording sessions.,451.94,347.39,34,1,2023-02-17T19:33:19.999Z,6
318,MARS-10317,Marshall Monitor III Wireless Headphones,Headphones & Earbuds,Marshall,Rock-inspired over-ear wireless headphones with iconic Marshall amplifier aesthetics and premium audio engineering. Delivers 80-hour battery performance with multi-device pairing and customizable EQ controls.,237.82,140.66,149,1,2023-01-03T05:57:38.071Z,18
319,BEAT-10318,Beats Solo 4 Wireless Headphones,Headphones & Earbuds,Beats by Dre,Lightweight wireless headphones combining sleek design with up to 40 hours battery life on a single charge. Features real-time audio and seamless Apple ecosystem integration with fast-charging capability.,252.92,186.37,328,1,2024-06-29T01:38:52.634Z,15
320,TECH-10319,Technics EAH-F70NE Premium Noise-Canceling Earbuds,Headphones & Earbuds,Technics,Professional-grade true wireless earbuds with dual microphone array and industry-leading noise cancellation technology. Engineered by Panasonic's audio division with premium codecs and 8-hour playback per charge.,180.15,118.27,195,1,2021-01-14T18:44:00.434Z,39
321,SHUR-10320,Shure AONIC 4 Professional In-Ear Monitors,Headphones & Earbuds,Shure,Studio-quality true wireless earbuds engineered for audiophiles with dynamic drivers and premium sound isolation. Features secure fit technology ideal for monitoring and critical listening applications.,309.08,215.45,166,1,2022-10-08T14:47:32.831Z,24
322,SONY-10321,Sony WH-1000XM5 Premium Noise-Canceling Headphones,Headphones & Earbuds,Sony,Industry-leading wireless over-ear headphones with cutting-edge noise cancellation and 30-hour battery longevity. Delivers exceptional audio clarity and multi-device connectivity for premium listening experiences.,347.41,264.54,423,0,2024-11-26T03:54:06.148Z,32
323,SENN-10322,Momentum 4 Wireless Over-Ear Headphones,Headphones & Earbuds,Sennheiser,Extended battery wireless headphones providing 60-hour playback and sophisticated noise cancellation technology. Features premium materials and customizable adaptive audio for immersive daily listening.,98.1,74.61,139,1,2024-09-12T11:36:06.865Z,33
324,KYGO-10323,Kygo E7/600 Sport Neckband Earbuds,Headphones & Earbuds,Kygo,Norwegian sports-focused wireless earbuds with waterproof design and secure fit specifically engineered for athletic activity. Combines stylish aesthetics with 30-hour battery and premium charging case.,252.67,148.26,187,1,2022-03-22T20:27:02.801Z,23
325,KIWI-10324,Linsoul Kiwi Ears Cadenza Premium Earbuds,Headphones & Earbuds,Kiwi Ears,Chi-Fi audiophile true wireless earbuds with quad driver hybrid configuration delivering exceptional clarity and detail. Features premium sound tuning and secure fit ideal for discerning music enthusiasts.,365.28,227.31,210,1,2021-04-25T22:05:52.294Z,22
326,WICK-10325,Wicked Audio Beast True Wireless Gaming Earbuds,Headphones & Earbuds,Wicked Audio,Gaming-optimized true wireless earbuds with ultra-low latency mode and dual microphones for competitive multiplayer sessions. Features 10-hour battery and aggressive aesthetic appeal for esports enthusiasts.,53.54,37.09,315,1,2021-05-29T18:45:55.747Z,3
327,KNOW-10326,Knowles Reference 3 Balanced Armature Earbuds,Headphones & Earbuds,Knowles,Reference-grade in-ear monitors featuring Knowles custom balanced armature drivers and acoustic tuning technology. Engineered for studio professionals and mobile audiophiles requiring precise sound reproduction.,88.92,55.36,71,1,2023-04-19T03:19:02.543Z,31
328,MAST-10327,Master & Dynamic MW65 Active Noise Earbuds,Headphones & Earbuds,Master & Dynamic,Luxury minimalist true wireless earbuds with sophisticated industrial design and premium active noise cancellation. Features 5-hour battery life and seamless connectivity across professional and consumer devices.,239.25,165.31,294,1,2021-10-06T17:35:54.819Z,22
329,ANKE-10328,Soundcore Space Q45 Advanced ANC Headphones,Headphones & Earbuds,Anker Soundcore,Mid-range wireless over-ear headphones with LDAC codec support and adaptive noise cancellation technology. Delivers exceptional value with 50-hour battery and customizable sound profiles via mobile application.,581.53,377.46,425,1,2024-05-07T04:38:33.012Z,3
330,FINA-10329,Final Audio E3000 Reference Earbuds,Headphones & Earbuds,Final Audio,Balanced wired earphones featuring Final Audio's proprietary acoustic design and premium drivers for analytical listening. Engineered in Japan for audio professionals and enthusiasts seeking transparent sound reproduction.,259.51,173.43,182,0,2022-10-30T08:55:31.716Z,17
331,SAMS-10330,Samsung QN65QN90C 65-inch QLED 4K Smart TV,Televisions,Samsung,Experience premium picture quality with quantum dot technology and mini-LED backlighting for exceptional contrast and brightness. Features 144Hz refresh rate perfect for gaming and sports.,1919.15,1193.38,54,1,2022-12-20T13:49:51.970Z,18
332,LG-10331,LG OLED55G3PUA 55-inch OLED Smart TV,Televisions,LG,Self-emissive OLED pixels deliver perfect blacks and infinite contrast ratio with exceptional color accuracy. Includes AI-powered upscaling and Dolby Vision support for cinematic viewing.,1065.74,674.25,322,1,2021-03-21T09:07:04.720Z,24
333,SONY-10332,Sony K-75XR80 75-inch Bravia XR LED 4K TV,Televisions,Sony,Premium LED panel with cognitive intelligence processor for enhanced image processing and upscaling of all content. Full-array local dimming provides dynamic contrast for immersive picture quality.,2666.59,2032.34,426,1,2023-07-03T10:18:58.408Z,29
334,TCL-10333,TCL 65-inch Class S454 4K Roku Smart TV,Televisions,TCL,Affordable 4K entertainment with Roku operating system and thousands of streaming apps pre-installed. Features HDR10 and Dolby Atmos for immersive audio-visual experience.,2923.07,1871.16,439,1,2024-03-02T15:23:07.411Z,27
335,HISE-10334,Hisense 58R6 58-inch Roku TV with Quantum Dot,Televisions,Hisense,Budget-friendly 4K TV featuring quantum dot technology for vibrant color reproduction and Roku streaming platform. Supports multiple HDR formats including Dolby Vision.,3231.98,2062.54,459,1,2021-06-25T00:22:22.065Z,29
336,VIZI-10335,Vizio M70Q-K1 70-inch M Series Quantum 4K TV,Televisions,Vizio,Full-array local dimming with 384 zones delivers premium contrast and picture depth at competitive pricing. Built-in Wi-Fi and comprehensive streaming app library for endless entertainment.,502.43,309.01,96,1,2023-07-31T02:30:42.309Z,27
337,PANA-10336,Panasonic LX940 65-inch OLED Premium Smart TV,Televisions,Panasonic,Professional-grade OLED display with HDR 10+ and Dolby Vision support for studio-quality image reproduction. Advanced upscaling technology enhances all content to near-4K quality.,2205.19,1228.58,314,1,2023-10-23T03:28:51.012Z,13
338,INSI-10337,Insignia F30 55-inch Fire TV 4K Ultra HD,Televisions,Insignia,Amazon Fire TV built-in provides seamless access to thousands of streaming apps and Alexa voice control. 4K resolution with HDR support at an entry-level price point.,406.28,285.83,363,1,2023-01-18T04:32:48.196Z,6
339,SHAR-10338,Sharp Aquos XU930 70-inch 8K LED Smart TV,Televisions,Sharp,Next-generation 8K resolution with AI upscaling technology transforms standard content into ultra-high definition. Premium design with slim bezels and enhanced black levels.,2097.81,1398.38,91,1,2023-02-21T04:23:04.783Z,22
340,PHIL-10339,Philips Ambilight 65-inch OLED TV (65OLED909),Televisions,Philips,Stunning OLED picture paired with innovative Ambilight technology that projects colored light around edges for immersive viewing. Includes premium sound system with surround speaker integration.,3274.1,2170.18,270,1,2023-06-12T20:48:10.181Z,1
341,SAMS-10340,Samsumg AU7000 55-inch 4K Crystal UHD Smart TV,Televisions,Samsung,Crystal UHD technology with 4K upscaling delivers enhanced picture quality from all sources. Smart TV platform with gaming optimization features and multiple connectivity options.,924.91,522.93,6,1,2022-01-09T16:07:47.230Z,13
342,LG-10341,LG NanoCell 86UP7770PUC 86-inch 4K Premium TV,Televisions,LG,Large-format NanoCell display with comprehensive local dimming zones for superior contrast control. Perfect for living rooms and commercial installations requiring massive screen real estate.,3257.46,2530.56,312,1,2021-10-26T06:55:37.996Z,14
343,SONY-10342,Sony Bravia X95L 65-inch Mini-LED 4K TV,Televisions,Sony,Premium mini-LED backlight system with cognitive processors delivers exceptional picture quality and gaming performance. Supports 4K 120Hz for next-generation gaming consoles.,2930.31,2121.61,337,1,2024-10-20T12:38:36.366Z,38
344,TCL-10343,TCL 75-inch Class C845 MiniLED 4K Google TV,Televisions,TCL,Mini-LED technology with thousands of dimming zones provides theater-quality contrast and detail. Google TV platform offers intuitive interface with Google Assistant integration.,1416.32,796.63,248,1,2022-02-19T03:22:12.530Z,29
345,HISE-10344,Hisense 75U7G 75-inch 4K ULED Smart TV,Televisions,Hisense,Ultra LED technology combines quantum dots with precision local dimming for vibrant yet accurate color display. Full array backlight system with 192 zones ensures exceptional picture control.,2540.41,1740.87,489,1,2023-05-12T08:55:16.553Z,1
346,VIZI-10345,Vizio P65Q10-J01 65-inch P Series 4K Quantum TV,Televisions,Vizio,"Premium quantum dot technology with 1,152 local dimming zones delivers exceptional contrast and brightness levels. SmartCast platform includes cinema-mode picture settings for film enthusiasts.",701.46,466.29,451,1,2023-07-09T19:02:08.305Z,8
347,PANA-10346,Panasonic TH-55GQ950U 55-inch 4K Pro Display,Televisions,Panasonic,Professional-grade display with exceptional color accuracy suitable for broadcasting and color-critical applications. HDR10+ and advanced calibration ensure consistent picture quality.,2981.19,1938.41,438,1,2021-05-13T14:58:06.103Z,30
348,INSI-10347,Insignia N10 42-inch Fire TV 4K Smart Display,Televisions,Insignia,Compact Fire TV model perfect for bedrooms and secondary living spaces with full 4K resolution. Voice control via Alexa and access to comprehensive Fire TV app ecosystem.,1093.35,617.41,231,1,2024-01-10T03:01:01.761Z,24
349,SHAR-10348,Sharp Aquos LC-70UQ30U 70-inch 4K Smart TV,Televisions,Sharp,Advanced upscaling technology converts standard-definition content to 4K for enhanced viewing enjoyment. Multiple HDMI ports and smart TV features provide versatile entertainment options.,2997.82,1875.72,146,1,2023-08-16T15:17:47.380Z,20
350,PHIL-10349,Philips PUS8118 65-inch 4K UHD Smart LED TV,Televisions,Philips,Premium smart TV with Ambilight edge lighting and robust processing delivers dynamic picture quality. Three-sided Ambilight technology syncs with on-screen content for ambient immersion.,3036.1,2022.47,253,1,2023-04-15T10:43:10.824Z,10
351,SAMS-10350,Samsung QN32BN750BFXZA 32-inch OLED Gaming Monitor TV,Televisions,Samsung,Compact OLED display designed for gaming enthusiasts with 240Hz refresh rate and minimal input lag. Perfect for desk setup or smaller rooms requiring high-performance gaming display.,1686.65,1270.96,449,1,2022-08-13T12:57:38.127Z,35
352,LG-10351,LG UltraGear OLED48GQ90AP 48-inch 4K Gaming TV,Televisions,LG,High-performance OLED with 240Hz refresh rate and NVIDIA G-Sync support for competitive gaming. Industry-leading response times and perfect black levels for immersive gaming experience.,3298.16,2218.17,101,1,2024-03-05T02:34:37.478Z,9
353,SONY-10352,Sony Bravia Professional FWD-77XE8001 77-inch 4K Commercial Display,Televisions,Sony,Commercial-grade 4K display built for 24/7 operation in retail and corporate environments. Advanced image processing and multiple input connectivity for various signal sources.,2345.98,1485.11,50,1,2021-06-14T06:26:20.165Z,14
354,TCL-10353,TCL 43-inch Class A3 Series FHD Smart TV,Televisions,TCL,"Compact entry-level TV perfect for bedrooms, kitchens, or dorm rooms with 1080p Full HD resolution. Roku platform with streamlined interface and access to thousands of channels.",1196.81,905.18,67,1,2022-07-16T00:26:33.805Z,18
355,HISE-10354,Hisense 98-inch Class U8K ULED 4K Smart TV,Televisions,Hisense,Massive flagship display featuring ultra-advanced ULED backlighting and quantum dot technology for premium picture quality. Perfect for dedicated home theater rooms or commercial digital signage applications.,3257.3,2340.87,19,1,2024-06-05T01:13:57.452Z,8
356,LG-10355,LG C4 OLED evo 77-inch 4K Smart TV,Televisions,LG,Latest generation evo OLED technology with improved brightness and efficiency for stunning picture quality with perfect blacks. Features AI upscaling and integrated gaming features with 144Hz support.,1682.14,944.97,64,1,2022-04-14T19:00:09.051Z,25
357,SAMS-10356,Samsung Neo QLED QN85QN95DQ 85-inch 8K Smart TV,Televisions,Samsung,Cutting-edge Neo QLED with dynamic quantum dot technology and AI-enhanced upscaling for exceptional vibrancy. Mini-LED backlight with thousands of dimming zones delivers premium contrast and depth.,244.89,172.74,67,1,2023-09-12T12:51:28.912Z,1
358,SONY-10357,Sony K-95XR120 95-inch Bravia XR Premium LED 8K TV,Televisions,Sony,Flagship ultra-large format TV with advanced cognitive intelligence processor for superior image enhancement across all resolutions. Triple-layer backlight system ensures industry-leading contrast performance.,3386.99,2049.39,399,1,2023-07-26T23:49:03.074Z,22
359,HISE-10358,Hisense 55-inch Class U6K ULED 4K TV,Televisions,Hisense,Mid-range ULED with quantum dot enhanced color and full-array local dimming for excellent picture performance. Dual 10W speakers with Dolby Atmos provide immersive audio.,661.61,417.17,67,1,2023-06-05T23:45:17.508Z,13
360,TCL-10359,TCL 50-inch Class S555G MiniLED 4K Google TV,Televisions,TCL,Affordable mini-LED TV with hundreds of local dimming zones delivering solid contrast and brightness in the 50-inch space. Google TV platform with Chromecast built-in and voice search.,1617.63,1098.63,73,1,2023-01-19T13:04:18.633Z,2
361,VIZI-10360,Vizio M55Q-J71 55-inch M Series MiniLED 4K TV,Televisions,Vizio,"Premium mid-range offering with 1,152 local dimming zones for exceptional picture control and dynamic content performance. SmartCast ecosystem with access to major streaming services and gaming optimization.",3242.26,2499.93,296,1,2021-05-26T13:36:38.731Z,3
362,PANA-10361,Panasonic LZ1500 55-inch OLED Premium TV,Televisions,Panasonic,Professional-calibrated OLED display with advanced picture processing for exceptional color fidelity and contrast. Zero-latency gaming mode with 120Hz refresh rate support.,3096.01,2003.92,110,1,2024-08-10T07:50:15.301Z,5
363,LG-10362,LG Nano90 86-inch NanoCell 4K Ultra HD TV,Televisions,LG,Massive 86-inch NanoCell display with advanced IPS panel technology for wide viewing angles and accurate colors. Full-array local dimming and Dolby Atmos audio create immersive entertainment.,2920.72,2173.08,427,1,2024-06-19T06:29:34.817Z,27
364,INSI-10363,Insignia NS-43DF510NA21 43-inch Fire TV 1080p Smart TV,Televisions,Insignia,Budget-conscious 1080p option with Fire TV interface and Alexa voice control for basic streaming needs. Dual HDMI inputs and composite connections support legacy devices.,3184.74,2082.67,224,1,2022-03-14T23:32:40.188Z,35
365,SHAR-10364,Sharp Aquos LED LC-50LBU591U 50-inch 4K Smart TV,Televisions,Sharp,Practical 50-inch 4K with solid color reproduction and HDR support for everyday viewing enjoyment. Built-in apps and multiple connectivity options provide convenient streaming access.,2435.89,1536.55,96,1,2022-01-27T00:07:53.080Z,27
366,PHIL-10365,Philips Oled909 55-inch OLED TV with Ambilight,Televisions,Philips,Premium European-designed OLED with signature three-sided Ambilight technology that reacts to content in real-time. Superior audio with integrated subwoofer and surround processing.,555.88,350.79,313,1,2021-09-22T20:04:43.047Z,20
367,SAMS-10366,Samsung QN43Q70C 43-inch QLED 4K Smart TV,Televisions,Samsung,Compact QLED with quantum dot technology and VA panel for excellent contrast in smaller spaces. Quantum Processor upscaling enhances standard content to near-4K quality.,2164.95,1492.35,106,1,2022-04-23T04:00:16.872Z,32
368,LG-10367,LG QNED99 83-inch Mini-LED QLED 4K TV,Televisions,LG,Hybrid mini-LED and quantum dot technology creates exceptional picture quality with superior brightness and color volume. Features ProMotion 120Hz for smooth motion handling.,2445.31,1941.48,50,1,2023-02-17T16:38:38.113Z,10
369,SONY-10368,Sony K-55XR70 55-inch Bravia XR Series LED 4K TV,Televisions,Sony,Entry-level Bravia XR with cognitive processor for improved upscaling and dynamic contrast performance. Energy-efficient LED panel with modern design suitable for any living space.,2956.3,2175.13,60,1,2022-11-24T01:18:14.589Z,15
370,TCL-10369,TCL 85-inch Class P745G MiniLED 4K Google TV,Televisions,TCL,Large-format TV with extensive mini-LED backlight array delivering exceptional picture depth and brightness. Google TV with Dolby Vision IQ and Dolby Atmos audio support.,2325.26,1638.55,355,1,2023-04-01T05:19:24.720Z,7
371,HISE-10370,Hisense 65R8F 65-inch Mini-LED 4K Roku TV,Televisions,Hisense,Value-oriented mini-LED with quantum dot color and premium backlighting for impressive contrast performance. Roku platform with voice remote and extensive app ecosystem.,869.04,665.84,68,1,2022-10-24T08:22:40.837Z,23
372,VIZI-10371,Vizio V50-J51 50-inch V Series 4K Smart TV,Televisions,Vizio,Entry-level V Series with basic local dimming zones for budget-conscious 4K shoppers. Dolby Vision support and SmartCast platform with popular streaming apps pre-loaded.,1752.04,1321.4,297,1,2022-10-12T10:16:42.662Z,3
373,PANA-10372,Panasonic TH-43LJC35U 43-inch 4K Pro Commercial Display,Televisions,Panasonic,Compact commercial-grade 4K display designed for reliable 24/7 operation in retail and hospitality environments. Robust connectivity with multiple HDMI and ethernet options.,2419.96,1362.92,150,1,2023-03-27T19:58:11.544Z,22
